,Title,Awards,Awards_won,Awards_nominated,Primetime_Awards_nominated,BAFTA_Awards_nominated,Oscar_nominated,Golden_Awards_nominated,Primetime_Awards_won,Oscar_Awards_won,Golden_Awards_won
5993,Badehotellet,5 nominations.,0,5,0,0,0,0,0,0,0
5995,Boundless,1 nomination.,0,1,0,0,0,0,0,0,0
5997,Lightning Returns: Final Fantasy XIII,5 nominations.,0,5,0,0,0,0,0,0,0
6004,Remember Me,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6006,The Hunters,1 nomination.,0,1,0,0,0,0,0,0,0
6007,Grayson: Earth One,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
6008,Grace,1 win.,1,0,0,0,0,0,0,0,0
6020,BBQ Crawl,1 nomination.,0,1,0,0,0,0,0,0,0
6021,Jon and Jen Are Married,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6036,Super Smash Bros. for Wii U,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6040,The Purge: Anarchy,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
6046,Dolphin Tale 2,2 nominations.,0,2,0,0,0,0,0,0,0
6050,Planes: Fire & Rescue,6 nominations.,0,6,0,0,0,0,0,0,0
6075,180 Days: A Year Inside an American High School,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
6080,Growing,1 nomination.,0,1,0,0,0,0,0,0,0
6090,Cowboys,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
6127,Simple Agi Ondh Love Story,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
6137,Mike Tyson: Undisputed Truth,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
6138,Shame,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
6144,Revival,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0
6148,Alpha House,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
6150,Big Freedia: Queen of Bounce,1 nomination.,0,1,0,0,0,0,0,0,0
6151,Annedroids,3 wins & 17 nominations.,3,17,0,0,0,0,0,0,0
6163,Mon meilleur ami,1 nomination.,0,1,0,0,0,0,0,0,0
6169,Happy Ending,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6175,Coastal Forecast,1 nomination.,0,1,0,0,0,0,0,0,0
6179,Crime: The Animated Series,1 nomination.,0,1,0,0,0,0,0,0,0
6181,Faults,5 nominations.,0,5,0,0,0,0,0,0,0
6201,Swing,1 nomination.,0,1,0,0,0,0,0,0,0
6209,Hollywood Game Night,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,5,5,0,0,0,0,2,0,0
6220,Assumption of Risk,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6222,Count Arthur Strong,2 nominations.,0,2,0,0,0,0,0,0,0
6231,AFI Life Achievement Award: A Tribute to Mel Brooks,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,0,0,1,0,0
6234,Belmonte,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
6235,Pride,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0
6240,A Crime to Remember,2 wins.,2,0,0,0,0,0,0,0,0
6241,Need for Speed: Rivals,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
6249,Blow Up,1 win.,1,0,0,0,0,0,0,0,0
6254,Of Mind and Music,8 wins & 2 nominations.,8,2,0,0,0,0,0,0,0
6265,Clarence,1 nomination.,0,1,0,0,0,0,0,0,0
6268,Broken Quest,1 nomination.,0,1,0,0,0,0,0,0,0
6271,Boys,1 nomination.,0,1,0,0,0,0,0,0,0
6280,Anke hat Zeit,1 win.,1,0,0,0,0,0,0,0,0
6298,Late Season,1 nomination.,0,1,0,0,0,0,0,0,0
6306,Anzac Girls,3 wins & 8 nominations.,3,8,0,0,0,0,0,0,0
6334,Snowflake; the White Gorilla: Giving the Characters a Voice,1 win.,1,0,0,0,0,0,0,0,0
6337,Violet,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0
6343,Soul,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0
6347,Burka Avenger,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6350,Memphis,2 nominations.,0,2,0,0,0,0,0,0,0
6371,37 Days,1 nomination.,0,1,0,0,0,0,0,0,0
6376,On the Edge,2 nominations.,0,2,0,0,0,0,0,0,0
6377,WNUF Halloween Special,1 win.,1,0,0,0,0,0,0,0,0
6383,Abgefahren - Wissen auf Rädern,1 nomination.,0,1,0,0,0,0,0,0,0
6390,See No Evil 2,1 nomination.,0,1,0,0,0,0,0,0,0
6398,These Hopeless Savages,1 win.,1,0,0,0,0,0,0,0,0
6409,Christine. Perfekt war gestern!,2 nominations.,0,2,0,0,0,0,0,0,0
6410,Cap South,1 nomination.,0,1,0,0,0,0,0,0,0
6419,One Night in Oslo,6 nominations.,0,6,0,0,0,0,0,0,0
6425,Dirty Talk,8 wins.,8,0,0,0,0,0,0,0,0
6447,Coming Home,15 wins & 30 nominations.,15,30,0,0,0,0,0,0,0
6468,Madden NFL 25,1 nomination.,0,1,0,0,0,0,0,0,0
6473,Sweet Corn,2 wins.,2,0,0,0,0,0,0,0,0
6477,Houdini,Won 1 Primetime Emmy. Another 1 win & 21 nominations.,2,21,0,0,0,0,1,0,0
6481,Blue Zoo,1 nomination.,0,1,0,0,0,0,0,0,0
6483,Gold,2 nominations.,0,2,0,0,0,0,0,0,0
6500,Son of Batman,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6516,The Journey,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
6522,Montauk,1 win.,1,0,0,0,0,0,0,0,0
6524,Backpackers,2 nominations.,0,2,0,0,0,0,0,0,0
6534,Junk Bonds: The Return of Junkbucket,1 win.,1,0,0,0,0,0,0,0,0
6577,Pride,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,8,17,0,0,0,1,0,0,0
6578,One Last Hug: Three Days at Grief Camp,Won 1 Primetime Emmy. Another 2 wins.,3,0,0,0,0,0,1,0,0
6594,Ek Villain,7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0
6598,BeanTown,1 win.,1,0,0,0,0,0,0,0,0
6599,Helpless,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
6600,Consequences,1 win.,1,0,0,0,0,0,0,0,0
6601,Charlie,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6609,Acting Dead,1 nomination.,0,1,0,0,0,0,0,0,0
6621,A Chef's Life,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
6622,Alex Tagliani: L'homme; l'athlète,1 nomination.,0,1,0,0,0,0,0,0,0
6634,Bennington Gothique,1 nomination.,0,1,0,0,0,0,0,0,0
6657,Arman ja viimeinen ristiretki,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6660,Queens & Cowboys: A Straight Year on the Gay Rodeo,5 wins.,5,0,0,0,0,0,0,0,0
6663,Alice,3 nominations.,0,3,0,0,0,0,0,0,0
6664,Brave Men's Blood,4 nominations.,0,4,0,0,0,0,0,0,0
6675,The Ambassador to Bern,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0
6682,The Kingdom of Dreams and Madness,1 nomination.,0,1,0,0,0,0,0,0,0
6691,The Gauntlet,1 win.,1,0,0,0,0,0,0,0,0
6697,Ambush,1 nomination.,0,1,0,0,0,0,0,0,0
6705,Toxic Hot Seat,1 nomination.,0,1,0,0,0,0,0,0,0
6714,B&b; de boca en boca,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6722,Secret Love,3 nominations.,0,3,0,0,0,0,0,0,0
6724,A to Z,1 nomination.,0,1,0,0,0,0,0,0,0
6799,All in with Laila Ali,4 wins.,4,0,0,0,0,0,0,0,0
6803,Bnei Aruba,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6806,Big Girl,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6808,Homecoming,1 nomination.,0,1,0,0,0,0,0,0,0
6816,Trailer Park Boys: Don't Legalize It,2 nominations.,0,2,0,0,0,0,0,0,0
6828,Big History,1 win.,1,0,0,0,0,0,0,0,0
6837,Clarence,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0
6867,Bloody Knuckles,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0
6874,El Beso,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6890,Grease XXX: A Parody,6 wins & 3 nominations.,6,3,0,0,0,0,0,0,0
6893,The Internet's Own Boy: The Story of Aaron Swartz,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0
6900,All at Sea,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6904,Caper,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
6912,Yearbook,5 wins & 3 nominations.,5,3,0,0,0,0,0,0,0
6918,Last Days in Vietnam,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,4,10,0,0,1,0,0,0,0
6920,2013 World Series,2 wins.,2,0,0,0,0,0,0,0,0
6921,@midnight,Won 2 Primetime Emmys. Another 3 nominations.,2,3,0,0,0,0,2,0,0
6929,Ai Weiwei: The Fake Case,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
6933,The African Americans: Many Rivers to Cross with Henry Louis Gates; Jr.,4 wins.,4,0,0,0,0,0,0,0,0
6946,Once in a Lifetime,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
6963,Animals,9 wins & 1 nomination.,9,1,0,0,0,0,0,0,0
6969,Nightsatan and the Loops of Doom,1 win.,1,0,0,0,0,0,0,0,0
6970,But I'm Chris Jericho!,5 nominations.,0,5,0,0,0,0,0,0,0
6976,Borderland,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
6985,A Short History of the Highrise,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
6986,The Real Housewives of Horror,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
7001,Alaska Gold Diggers,1 win.,1,0,0,0,0,0,0,0,0
7006,Confusion Through Sand,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0
7008,Emergency Calls,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
7022,Boys,9 wins & 7 nominations.,9,7,0,0,0,0,0,0,0
7031,Bedlam,2 wins.,2,0,0,0,0,0,0,0,0
7045,Whitey: United States of America v. James J. Bulger,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
7061,Brojects,2 nominations.,0,2,0,0,0,0,0,0,0
7072,About a Girl,8 wins & 3 nominations.,8,3,0,0,0,0,0,0,0
7076,Ask a Slave,1 nomination.,0,1,0,0,0,0,0,0,0
7083,19-2,6 wins & 25 nominations.,6,25,0,0,0,0,0,0,0
7091,Benched,1 win.,1,0,0,0,0,0,0,0,0
7100,Air Rescue,1 nomination.,0,1,0,0,0,0,0,0,0
7101,3 A.M. 3D: Part 2,1 nomination.,0,1,0,0,0,0,0,0,0
7119,Bloody Slumber Party,2 wins.,2,0,0,0,0,0,0,0,0
7129,A Day Late and a Dollar Short,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0
7133,Fantasmas de la ruta,1 nomination.,0,1,0,0,0,0,0,0,0
7142,Parasyte: The Maxim,2 nominations.,0,2,0,0,0,0,0,0,0
7162,Barbarous Mexico,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
7171,Fallen Angel,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
7176,Soul Mates,1 nomination.,0,1,0,0,0,0,0,0,0
7184,The Mafia Kills Only in Summer,15 wins & 20 nominations.,15,20,0,0,0,0,0,0,0
7190,Embarrassing Bodies Down Under,1 nomination.,0,1,0,0,0,0,0,0,0
7215,Artist,1 win.,1,0,0,0,0,0,0,0,0
7217,Finn,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
7230,Justin Timberlake Ft. Jay-Z: Suit & Tie,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
7239,Android Cop,1 win.,1,0,0,0,0,0,0,0,0
7245,Spring,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0
7252,BoJack Horseman,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0
7255,Restoration of Paradise: The Bolsa Chica Wetlands - Behind the Scenes,1 nomination.,0,1,0,0,0,0,0,0,0
7263,Taking My Parents to Burning Man,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0
7270,Oblivion Season,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
7310,Dolphins,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
7339,Michael Bublé's 3rd Annual Christmas Special,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
7361,Number One Fan,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
7371,Humor,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
7374,Sigur Rós: Valtari,2 nominations.,0,2,0,0,0,0,0,0,0
7389,The Tonight Show Starring Jimmy Fallon,Won 2 Primetime Emmys. Another 7 wins & 23 nominations.,9,23,0,0,0,0,2,0,0
7403,Rabbit,3 wins.,3,0,0,0,0,0,0,0,0
7405,Alec Mapa: Baby Daddy,2 wins.,2,0,0,0,0,0,0,0,0
7415,Something Must Break,7 wins & 9 nominations.,7,9,0,0,0,0,0,0,0
7426,A Teia,1 nomination.,0,1,0,0,0,0,0,0,0
7429,Having Fun Up There,2 wins.,2,0,0,0,0,0,0,0,0
7431,Freedom Summer,2 nominations.,0,2,0,0,0,0,0,0,0
7433,Happiness,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
7451,Patterns of Evidence: The Exodus,6 wins.,6,0,0,0,0,0,0,0,0
7455,Bosteri unterm Rad,3 nominations.,0,3,0,0,0,0,0,0,0
7467,Amores Roubados,9 wins & 5 nominations.,9,5,0,0,0,0,0,0,0
7473,Untucked,1 nomination.,0,1,0,0,0,0,0,0,0
7475,Jack,6 wins & 7 nominations.,6,7,0,0,0,0,0,0,0
7476,Chopped Canada,1 nomination.,0,1,0,0,0,0,0,0,0
7491,The Gift,2 nominations.,0,2,0,0,0,0,0,0,0
7492,Happily Ever After,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
7499,Anne & Alet,1 nomination.,0,1,0,0,0,0,0,0,0
7502,Auf den Hund gekommen,1 nomination.,0,1,0,0,0,0,0,0,0
7504,When Under Fire: Shoot Back!,1 nomination.,0,1,0,0,0,0,0,0,0
7513,Breadwinners,5 nominations.,0,5,0,0,0,0,0,0,0
7528,Black-ish,Nominated for 4 Primetime Emmys. Another 18 wins & 40 nominations.,18,44,4,0,0,0,0,0,0
7540,Shadow,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
7543,Kings of The Wind & Electric Queens,1 win.,1,0,0,0,0,0,0,0,0
7550,The Cavalry,1 win.,1,0,0,0,0,0,0,0,0
7559,Together,1 nomination.,0,1,0,0,0,0,0,0,0
7561,Mozart in the Jungle,Won 2 Golden Globes. Another 3 wins & 3 nominations.,5,3,0,0,0,0,0,0,2
7563,Bosch,Nominated for 1 Primetime Emmy. Another 4 nominations.,0,5,1,0,0,0,0,0,0
7576,1983,5 wins.,5,0,0,0,0,0,0,0,0
7583,See No Evil,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
7597,Stop at Nothing: The Lance Armstrong Story,1 win.,1,0,0,0,0,0,0,0,0
7621,Memories,1 nomination.,0,1,0,0,0,0,0,0,0
7632,From Iran; a Separation,1 nomination.,0,1,0,0,0,0,0,0,0
7633,Breaking Ice,2 nominations.,0,2,0,0,0,0,0,0,0
7636,Chirp,1 nomination.,0,1,0,0,0,0,0,0,0
7642,Relentless,1 win.,1,0,0,0,0,0,0,0,0
7652,The Incident,8 wins.,8,0,0,0,0,0,0,0,0
7664,Adventure,1 nomination.,0,1,0,0,0,0,0,0,0
7674,Ciega a citas,1 nomination.,0,1,0,0,0,0,0,0,0
7683,14 Tagebücher des Ersten Weltkriegs,1 nomination.,0,1,0,0,0,0,0,0,0
7688,Aldnoah.Zero,1 nomination.,0,1,0,0,0,0,0,0,0
7698,Scars of Cambodia,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
7718,Three Times Manon,1 win.,1,0,0,0,0,0,0,0,0
7724,Construction,1 nomination.,0,1,0,0,0,0,0,0,0
7732,Mulheres de Abril,2 nominations.,0,2,0,0,0,0,0,0,0
7734,Poka - Heisst Tschüss auf Russisch,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
7735,Diablo III: Reaper of Souls,1 win.,1,0,0,0,0,0,0,0,0
7736,Date Night,1 win.,1,0,0,0,0,0,0,0,0
7742,Chicagoland,1 nomination.,0,1,0,0,0,0,0,0,0
7751,Jane the Virgin,Won 1 Golden Globe. Another 12 wins & 39 nominations.,13,39,0,0,0,0,0,0,1
7753,Party Time Party Time,1 win.,1,0,0,0,0,0,0,0,0
7756,The High Five,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
7759,Cilla,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0
7779,One Day of Betty,1 win.,1,0,0,0,0,0,0,0,0
7790,Fall,6 nominations.,0,6,0,0,0,0,0,0,0
7794,Billy Connolly's Big Send Off,1 win.,1,0,0,0,0,0,0,0,0
7813,2014,1 nomination.,0,1,0,0,0,0,0,0,0
7814,Little Brother,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
7823,Awaiting Lazarus,2 nominations.,0,2,0,0,0,0,0,0,0
7840,Signed; Sealed; Delivered,1 nomination.,0,1,0,0,0,0,0,0,0
7855,Once Upon a Time,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0
7886,Panic Button,1 win.,1,0,0,0,0,0,0,0,0
7902,All Over the Place: Australia,2 nominations.,0,2,0,0,0,0,0,0,0
7907,Árvore da Vida: Madeira,1 nomination.,0,1,0,0,0,0,0,0,0
7923,Breviário Biltre,1 nomination.,0,1,0,0,0,0,0,0,0
7924,Fate/stay night: Unlimited Blade Works,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
7967,Te Amo! Shabbat Shalom,1 win.,1,0,0,0,0,0,0,0,0
7978,The Princess and the Magic Mirror,2 nominations.,0,2,0,0,0,0,0,0,0
7986,All-Star Orchestra,1 win.,1,0,0,0,0,0,0,0,0
7989,Cesar 911,2 nominations.,0,2,0,0,0,0,0,0,0
7994,Old School,2 nominations.,0,2,0,0,0,0,0,0,0
8003,Rusty Scraps of Metal,1 nomination.,0,1,0,0,0,0,0,0,0
8014,21 Years: Richard Linklater,1 nomination.,0,1,0,0,0,0,0,0,0
8028,Raging Balls of Steel Justice,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8053,The Game Changer,1 win.,1,0,0,0,0,0,0,0,0
8056,Turbulence,3 nominations.,0,3,0,0,0,0,0,0,0
8061,39+1,1 nomination.,0,1,0,0,0,0,0,0,0
8066,Your Inner Fish,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8068,Unordinary Journey in an Ordinary Day,1 win.,1,0,0,0,0,0,0,0,0
8071,Day 40,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
8121,Orphans & Kingdoms,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
8125,Cara Fi,1 nomination.,0,1,0,0,0,0,0,0,0
8130,Ascension,1 nomination.,0,1,0,0,0,0,0,0,0
8132,Danny and the Wild Bunch,2 wins.,2,0,0,0,0,0,0,0,0
8133,Settling,1 nomination.,0,1,0,0,0,0,0,0,0
8136,Black Comedy,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8166,Além do Horizonte,8 nominations.,0,8,0,0,0,0,0,0,0
8176,Unfriended,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
8192,Court,15 wins & 6 nominations.,15,6,0,0,0,0,0,0,0
8205,Bollywood Dreams,1 nomination.,0,1,0,0,0,0,0,0,0
8232,Pela Boca Morre o Peixe,1 nomination.,0,1,0,0,0,0,0,0,0
8259,Nighthawks,1 win.,1,0,0,0,0,0,0,0,0
8265,Chip,1 win.,1,0,0,0,0,0,0,0,0
8288,Akame ga Kill!,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8320,A Rainy Day,1 nomination.,0,1,0,0,0,0,0,0,0
8333,Speed Dating,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
8338,Asterix and Obelix: Mansion of the Gods,2 nominations.,0,2,0,0,0,0,0,0,0
8346,Maradona '86,1 nomination.,0,1,0,0,0,0,0,0,0
8349,Sweet Sixteen,1 win.,1,0,0,0,0,0,0,0,0
8445,Be a Pro,2 wins.,2,0,0,0,0,0,0,0,0
8452,In the Turn,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8453,Greece,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0
8474,Grumpy Cat's Worst Christmas Ever,4 nominations.,0,4,0,0,0,0,0,0,0
8478,Peter De Rome: Grandfather of Gay Porn,1 nomination.,0,1,0,0,0,0,0,0,0
8486,All Hail King Julien,5 wins & 11 nominations.,5,11,0,0,0,0,0,0,0
8516,Collita pròpia,1 nomination.,0,1,0,0,0,0,0,0,0
8524,Britain's Whale Hunters: The Untold Story,1 nomination.,0,1,0,0,0,0,0,0,0
8529,Bajo sospecha,1 nomination.,0,1,0,0,0,0,0,0,0
8543,Murdered by My Boyfriend,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8546,Is That You?,1 nomination.,0,1,0,0,0,0,0,0,0
8550,Dissolution,1 nomination.,0,1,0,0,0,0,0,0,0
8552,Too Late,1 nomination.,0,1,0,0,0,0,0,0,0
8567,The Promotion,1 nomination.,0,1,0,0,0,0,0,0,0
8583,Hamish & Andy's Gap Year South America,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
8589,Greed,1 win & 14 nominations.,1,14,0,0,0,0,0,0,0
8623,What a Wonderful World,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
8688,Boogie Oogie,5 nominations.,0,5,0,0,0,0,0,0,0
8690,Bogan Hunters,1 nomination.,0,1,0,0,0,0,0,0,0
8693,K'na; the Dreamweaver,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
8728,Flowers,8 wins & 15 nominations.,8,15,0,0,0,0,0,0,0
8736,100 Things to Do Before High School,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
8738,Trophy Wife,4 nominations.,0,4,0,0,0,0,0,0,0
8757,Bad Guys,1 nomination.,0,1,0,0,0,0,0,0,0
8772,Bill Maher: Live from D.C.,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0
8775,35 Diwrnod,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
8779,Campus Nightmares,1 win.,1,0,0,0,0,0,0,0,0
8781,The Price We Pay,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8788,Annaliza,1 nomination.,0,1,0,0,0,0,0,0,0
8810,Fear Thy Neighbor,2 nominations.,0,2,0,0,0,0,0,0,0
8821,My Big Brother,1 win.,1,0,0,0,0,0,0,0,0
8823,Apples From the Desert,3 nominations.,0,3,0,0,0,0,0,0,0
8833,Camping Misadventures,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
8835,Confession,3 nominations.,0,3,0,0,0,0,0,0,0
8846,Family Feud,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
8864,Bad Shorts,1 nomination.,0,1,0,0,0,0,0,0,0
8872,Chance,1 nomination.,0,1,0,0,0,0,0,0,0
8941,Do I Sound Gay?,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
8942,Katy Perry: Dark Horse,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
8947,A morte é o único perdão,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
9033,Second Chances,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
9034,Picnic,1 win.,1,0,0,0,0,0,0,0,0
9037,2ª Dama,2 nominations.,0,2,0,0,0,0,0,0,0
9038,Salute! Sun Yat-Sen,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0
9049,39 to Go,1 win.,1,0,0,0,0,0,0,0,0
9051,Encounters,1 nomination.,0,1,0,0,0,0,0,0,0
9053,Dora and Friends: Into the City!,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0
9059,Da Zhang Fu,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
9092,Best Christmas Party Ever,1 nomination.,0,1,0,0,0,0,0,0,0
9108,Bad Lads,2 nominations.,0,2,0,0,0,0,0,0,0
9111,Spartans,1 nomination.,0,1,0,0,0,0,0,0,0
9124,13,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0
9136,The Henry Ford's Innovation Nation,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
9147,Hunted: The War Against Gays in Russia,1 nomination.,0,1,0,0,0,0,0,0,0
9150,Ceux de 14,2 wins.,2,0,0,0,0,0,0,0,0
9171,The Way Things Are,1 win.,1,0,0,0,0,0,0,0,0
9174,America by the Numbers with Maria Hinojosa,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
9187,Bankerot,3 nominations.,0,3,0,0,0,0,0,0,0
9197,Collapse,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
9210,Beiping wu zhan shi,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0
9225,Starting Over,1 nomination.,0,1,0,0,0,0,0,0,0
9228,Carmilla,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
9260,Elf: Buddy's Musical Christmas,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,1,0,0,0,0,0,0
9266,Rock on Bones,1 nomination.,0,1,0,0,0,0,0,0,0
9278,Picture Perfect Pyramid,1 nomination.,0,1,0,0,0,0,0,0,0
9287,Grayson Perry: Who Are You?,2 wins.,2,0,0,0,0,0,0,0,0
9297,Bee and PuppyCat,1 nomination.,0,1,0,0,0,0,0,0,0
9308,Changing Minds: The Inside Story,1 nomination.,0,1,0,0,0,0,0,0,0
9311,Da gou gun,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
9312,Angry Birds Stella,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
9344,Buzz Bumble,1 nomination.,0,1,0,0,0,0,0,0,0
9395,L'attesa del maggio,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
9425,I Love You,1 win.,1,0,0,0,0,0,0,0,0
9475,Beauty,2 nominations.,0,2,0,0,0,0,0,0,0
9486,After School,1 nomination.,0,1,0,0,0,0,0,0,0
9507,Bugged,1 nomination.,0,1,0,0,0,0,0,0,0
9514,Beachwood Charter,1 nomination.,0,1,0,0,0,0,0,0,0
9530,Twisted,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
9541,Little Fish,1 nomination.,0,1,0,0,0,0,0,0,0
9544,Birth of a Beauty,1 win.,1,0,0,0,0,0,0,0,0
9552,Kan Wakan: Like I Need You,2 nominations.,0,2,0,0,0,0,0,0,0
9577,Biyahe ni Drew,2 nominations.,0,2,0,0,0,0,0,0,0
9580,Born Impact,2 nominations.,0,2,0,0,0,0,0,0,0
9581,Alisto!,2 nominations.,0,2,0,0,0,0,0,0,0
9595,Alto Astral,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0
9657,Aftermath,1 win.,1,0,0,0,0,0,0,0,0
9677,The American Revolution,1 nomination.,0,1,0,0,0,0,0,0,0
9686,Robin Thicke: Blurred Lines,3 nominations.,0,3,0,0,0,0,0,0,0
9711,Missing in Action: The LTC Don Faith Story,1 win.,1,0,0,0,0,0,0,0,0
9735,CBC News: Moncton Shooting,1 win.,1,0,0,0,0,0,0,0,0
9739,100th Canadian Tire National Skating Championships,1 nomination.,0,1,0,0,0,0,0,0,0
9740,Calgary Stampede,1 nomination.,0,1,0,0,0,0,0,0,0
9742,Cities in Blue,1 nomination.,0,1,0,0,0,0,0,0,0
